spine_id	weight_before_D1	weight_after_D1
PT_0_20.Adend3.0.966667	3.5252603819823984	0.10611815433136895
PT_0_20.Bdend.0.338596	12.013495018614218	0.018392118088372378
PT_0_22.Adend1.0.728070	5.908366320693626	0.05575290970037096
PT_0_22.Adend3.0.050877	6.401814913577033	0.011868739226244734
PT_0_22.Bdend.0.535088	6.581103197858667	0.018425589704265298
PT_0_23.Adend2.0.647368	13.575523310248915	0.013875369281690881
PT_0_23.Adend3.0.963158	5.040089840496184	0.030655480268345178
PT_0_23.Bdend.0.321053	3.647417285613666	0.006237678379098858
PT_0_24.Adend1.0.500000	5.302561009089366	0.0018057367952313713
PT_0_24.Adend2.0.724561	8.955420609284536	0.0015655506512818498
PT_0_24.Bdend.0.335088	4.539202067565366	0.0030338200178183106
PT_0_25.Adend1.0.278947	8.869442720682203	0.0005011540495398004
PT_0_25.Adend2.0.015789	3.5103326456419524	0.000607400738362291
PT_0_26.Adend1.0.170175	3.9243225295998085	0.0009291723035908002
PT_0_26.Adend3.0.419298	5.027617840277498	0.0008540563809192202
PT_0_27.Adend1.0.282456	10.176350491347549	0.0013927630321925193
PT_0_27.Adend2.0.405263	9.852615549460689	0.0026012750743758173
PT_0_27.Adend3.0.850877	13.901324983656705	0.002144184378334568
PT_0_27.Bdend.0.580702	4.8548561158448535	0.004332850240078791
PT_0_28.Adend1.0.082456	13.551514053903501	0.0031984828733677534
PT_0_28.Bdend.0.317544	5.260058745929038	0.0036786178090384754
PT_0_29.Adend1.0.254386	10.806592684685002	0.31026559495788747
PT_0_29.Adend3.0.082456	7.5302028680492965	0.26355086256723725
PT_0_34.soma.0.781250	9.584956603633925	0.0015914463570731586
PT_0_35.soma.0.052083	8.591878572700464	0.0016106408965971051
PT_0_37.soma.0.135417	3.5038322439136635	0.001617857579222603
PT_0_39.soma.0.322917	12.291243751282895	0.0016159185003007611
PT_0_40.Adend1.0.503509	4.708019347299741	0.030355988543071342
PT_0_40.Adend1.0.728070	6.425764304734049	0.05592110378334784
PT_0_40.Adend2.0.654386	11.155137448378705	0.4998092774952101
PT_0_40.Adend2.0.735088	3.49765939428973	0.21854213382928256
PT_0_40.Adend3.0.594737	6.691363957735775	0.011050554289928044
PT_0_40.Adend3.0.977193	5.1192147194868864	2.7537908335514336
PT_0_40.Bdend.0.528070	3.4552593947586567	0.13496418486488165
PT_0_41.Adend1.0.489474	9.560428407739169	0.32610159706691255
PT_0_41.Adend2.0.352632	3.6501613311032215	0.42485313699598437
PT_0_41.Adend2.0.724561	4.095375257499715	0.0015647177156491996
PT_0_42.Adend1.0.492982	4.361418819381059	0.09618489331502082
PT_0_42.Adend2.0.008772	4.799090286220837	0.14494541575742073
PT_0_42.Adend2.0.057895	5.262024462541895	1.7627874068795935
PT_0_42.Adend2.0.728070	5.447323223522146	0.004060052472577095
PT_0_42.Adend3.0.591228	9.42980977532925	0.0007631389546306645
PT_0_42.Adend3.0.854386	7.640563817933213	0.02098236880592739
PT_0_42.Bdend.0.591228	4.836978352206038	0.921037422733388
PT_0_42.Bdend.0.819298	8.375913316477408	0.019629863991747182
PT_0_43.Adend1.0.296491	8.987145852435148	2.97670964322907
PT_0_43.Adend1.0.500000	8.686899377909372	0.001807583968597328
PT_0_43.Adend2.0.640351	7.739232260711503	2.3619383823285895
PT_0_43.Adend3.0.966667	3.2016542049949677	0.1080236941520299
PT_0_43.Bdend.0.812281	9.910229401637705	0.45891624939320985
PT_0_44.Adend1.0.071930	8.467924914581761	2.16481599945232
PT_0_44.Adend1.0.092982	7.133630904401261	0.28449823834233745
PT_0_44.Adend2.0.008772	9.898671707138142	0.1454441063937574
PT_0_44.Adend3.0.043860	11.040022540217365	1.9529398370318778
PT_0_44.Bdend.0.826316	3.621476263628596	0.0006319649385343868
PT_0_45.Adend2.0.728070	6.078851176380911	0.004068433676228744
PT_0_45.Bdend.0.545614	6.127018110979484	1.4861467157484372
PT_0_46.Adend1.0.264912	3.199862437665551	1.4289118526336653
PT_0_46.Adend1.0.496491	4.105497785938346	0.006226894381687342
PT_0_46.Adend2.0.405263	7.744950862983472	0.002600352754193987
PT_0_46.Adend3.0.594737	11.243788462059067	0.01100968491385284
PT_0_47.Adend1.0.075439	9.672756179154739	0.45454431488485836
PT_0_47.Adend1.0.089474	3.748464324195241	0.0480030877690184
PT_0_47.Adend1.0.496491	7.552072553284339	0.006219564173761466
PT_0_47.Adend2.0.721053	8.05032678322181	0.01097755621606074
PT_0_47.Adend3.0.317544	4.780363331134823	0.3933505050664905
PT_0_47.Adend3.0.412281	10.918542757362061	0.01798983923426603
PT_0_47.Adend3.0.422807	3.791351657155953	0.0026370578774682837
PT_0_47.Bdend.0.545614	6.238581866277199	1.4797177063124873
PT_0_48.Adend1.0.096491	5.2386477383665175	2.586541677857187
PT_0_48.Adend2.0.082456	4.826813390534065	0.019137558417570935
PT_0_48.Adend3.0.050877	7.386849063803818	0.011896082595327075
PT_0_48.Adend3.0.433333	6.03023152110062	0.8385757625920784
PT_0_48.Bdend.0.321053	5.666024070495018	0.006253344130865559
PT_0_48.Bdend.0.335088	11.163471557421314	0.0030283073024091056
PT_0_49.Adend1.0.166667	9.43055271366685	0.006372316895565026
PT_0_49.Adend1.0.184211	4.538539666879029	1.2539607332571499
PT_0_49.Adend1.0.282456	3.254140146871635	0.0013902876786075313
PT_0_49.Adend2.0.019298	5.738650563185523	0.0058585807647026636
PT_0_49.Adend2.0.082456	4.245765043231011	0.01915574336089975
PT_0_49.Adend2.0.401754	10.190325225321915	0.018621563739002776
PT_0_49.Adend2.0.640351	11.815447684526603	2.4110702357260974
PT_0_49.Adend3.0.401754	4.095741371629774	0.3402317640284567
PT_0_49.Adend3.0.601754	9.933223389962347	0.7706546651987629
PT_0_49.Adend3.0.854386	9.064803647130098	0.021019161209302417
PT_0_49.Adend3.0.857895	6.046151552739002	0.18074733441758287
PT_0_49.Bdend.0.580702	11.415371527926931	0.004333690404521988
PT_0_50.Adend1.0.092982	5.318328882336278	0.2844971053371492
PT_0_50.Adend2.0.349123	3.5558470545567777	0.08810017898698908
PT_0_50.Adend2.0.738596	3.50400980596585	0.5243083290399002
PT_0_50.Adend3.0.601754	8.288573875204984	0.7718310162405433
PT_0_50.Bdend.0.307018	9.001080413682935	0.29999624362766497
PT_0_50.Bdend.0.808772	8.344146318411543	1.2872144879355218
PT_0_51.Adend1.0.001754	9.169327291293426	0.004560760175862389
PT_0_51.Adend1.0.250877	9.264364836892929	2.8920203799146744
PT_0_51.Adend1.0.496491	10.951066633334879	0.0062244097084402745
PT_0_51.Adend2.0.008772	9.961421494464387	0.14502854183843353
PT_0_51.Adend2.0.089474	5.21267155113024	1.4703234916525316
PT_0_51.Adend3.0.394737	9.043368353167418	0.006196875873808769
PT_0_51.Adend3.0.966667	4.34147990334945	0.10800945064729153
PT_0_51.Adend3.0.977193	6.697556870842282	2.711228441712702
PT_0_51.Bdend.0.001754	11.46701158426143	0.003442810005715808
PT_0_52.Adend1.0.156140	3.879680227436066	0.6934671512633204
PT_0_52.Adend1.0.170175	11.24252927404016	0.0009286105444456169
PT_0_52.Adend1.0.254386	8.752938303489154	0.30666045403677245
PT_0_52.Adend1.0.271930	8.089434033226347	0.021008541675987813
PT_0_52.Adend2.0.731579	3.5012426350417676	0.05942333858786565
PT_0_52.Adend3.0.085965	5.925308628979125	1.238595863715747
PT_0_52.Adend3.0.328070	9.20622770444712	0.07566346391936843
PT_0_52.Bdend.0.829825	7.500131847111538	0.0015854893541105983
PT_0_53.Adend2.0.415789	5.978064900398451	1.3568437376418179
PT_0_53.Adend3.0.605263	5.418381068876648	2.3373847976213433
PT_0_53.Adend3.0.861404	3.4152959077998086	0.48725178116734336
PT_0_53.Bdend.0.342105	7.4922218001466865	0.054345111491177836
PT_0_53.Bdend.0.819298	9.705771204552692	0.019647313759258676
PT_0_54.Adend1.0.071930	4.762548548323806	2.1417334297685433
PT_0_54.Adend1.0.092982	3.6046963702270487	0.2839821221115618
PT_0_54.Adend1.0.152632	9.410732408514841	2.1885017528727637
PT_0_54.Adend1.0.156140	3.8788723550879105	0.6920737772098902
PT_0_54.Adend2.0.026316	6.453439600972406	0.23565373482903582
PT_0_54.Adend2.0.650877	8.463439405630314	0.11707260292732585
